Product Name,Group,Item,Availability,Color,Link,Size,Price,Fit,Fabric,user_query,Hashtags
Brown Genuine Leather Wallet,Men,Accessories,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/2248545/s/brown-genuine-leather-wallet-0870000106959/category/60/,Not Applicable,Tk 966.67,Not Applicable,Not Applicable,Show me Brown Accessoriess around Tk 966.67.,"['brp0', 'gep1', 'lep2', 'wap3', 'gmed2fc', 'iac464b', 'cbr6ff4']"
Black Leather Wallet,Men,Accessories,In Stock,Black,https://www.aarong.com/catalog/product/view/id/125603/s/10e178709007/category/60/,Not Applicable,Tk 966.67,Not Applicable,Not Applicable,Looking for clothes.,"['blp0', 'lep1', 'wap2', 'gmed2fc', 'iac464b', 'cbl1ffd']"
Grey Cotton Coaty,Men,Coaty,In Stock,Grey,https://www.aarong.com/catalog/product/view/id/2998710/s/grey-cotton-coaty-03r251104082/category/371/,38,"Tk 1,640.91",Front Open,Cotton,I'm looking for a Men Coaty.,"['grp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cgrca50', 'fcoa452', 'tfr4c83', 's38a577']"
Grey Cotton Coaty,Men,Coaty,In Stock,Grey,https://www.aarong.com/catalog/product/view/id/2998710/s/grey-cotton-coaty-03r251104082/category/371/,40,"Tk 1,640.91",Front Open,Cotton,Do you have size 40 in Grey Coatys?,"['grp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cgrca50', 'fcoa452', 'tfr4c83', 's40d645']"
Grey Cotton Coaty,Men,Coaty,In Stock,Grey,https://www.aarong.com/catalog/product/view/id/2998710/s/grey-cotton-coaty-03r251104082/category/371/,42,"Tk 1,640.91",Front Open,Cotton,"Want to buy a Coaty in size 42 under Tk 1,640.91.","['grp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cgrca50', 'fcoa452', 'tfr4c83', 's42a1d0']"
Grey Cotton Coaty,Men,Coaty,In Stock,Grey,https://www.aarong.com/catalog/product/view/id/2998710/s/grey-cotton-coaty-03r251104082/category/371/,44,"Tk 1,640.91",Front Open,Cotton,Do you have something cotton and Front Open for Men?,"['grp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cgrca50', 'fcoa452', 'tfr4c83', 's44f717']"
Grey Cotton Coaty,Men,Coaty,In Stock,Grey,https://www.aarong.com/catalog/product/view/id/2998710/s/grey-cotton-coaty-03r251104082/category/371/,46,"Tk 1,640.91",Front Open,Cotton,Do you have any Coatys for Men in Grey?,"['grp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cgrca50', 'fcoa452', 'tfr4c83', 's46d9d4']"
Grey Cotton Coaty,Men,Coaty,In Stock,Grey,https://www.aarong.com/catalog/product/view/id/2998710/s/grey-cotton-coaty-03r251104082/category/371/,48,"Tk 1,640.91",Front Open,Cotton,"Want to buy a Coaty in size 48 under Tk 1,640.91.","['grp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cgrca50', 'fcoa452', 'tfr4c83', 's48642e']"
Blue Mixed Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2879406/s/blue-mixed-cotton-coaty-03e241104120/category/371/,38,"Tk 2,465.12",Front Open,Mixed Cotton,Can I get a Mixed Cotton Coaty for Men?,"['blp0', 'mip1', 'cop2', 'cop3', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fmi4e84', 'tfr4c83', 's38a577']"
Blue Mixed Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2879406/s/blue-mixed-cotton-coaty-03e241104120/category/371/,42,"Tk 2,465.12",Front Open,Mixed Cotton,"Looking for Front Open Coatys in Blue under Tk 2,465.12.","['blp0', 'mip1', 'cop2', 'cop3', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fmi4e84', 'tfr4c83', 's42a1d0']"
Blue Mixed Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2879406/s/blue-mixed-cotton-coaty-03e241104120/category/371/,44,"Tk 2,465.12",Front Open,Mixed Cotton,Looking for a Front Open Coaty for Men.,"['blp0', 'mip1', 'cop2', 'cop3', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fmi4e84', 'tfr4c83', 's44f717']"
Black Check Cotton Coaty,Men,Coaty,In Stock,Black,https://www.aarong.com/catalog/product/view/id/2889078/s/black-check-cotton-coaty-03e251104036/category/371/,38,"Tk 1,734.88",Front Open,Cotton,Do you have size 38 in Black Coatys?,"['blp0', 'chp1', 'cop2', 'cop3', 'gmed2fc', 'icoeecf', 'cbl1ffd', 'fcoa452', 'tfr4c83', 's38a577']"
Black Check Cotton Coaty,Men,Coaty,In Stock,Black,https://www.aarong.com/catalog/product/view/id/2889078/s/black-check-cotton-coaty-03e251104036/category/371/,40,"Tk 1,734.88",Front Open,Cotton,"Any Men clothing in size 40, preferably Front Open?","['blp0', 'chp1', 'cop2', 'cop3', 'gmed2fc', 'icoeecf', 'cbl1ffd', 'fcoa452', 'tfr4c83', 's40d645']"
Black Check Cotton Coaty,Men,Coaty,In Stock,Black,https://www.aarong.com/catalog/product/view/id/2889078/s/black-check-cotton-coaty-03e251104036/category/371/,42,"Tk 1,734.88",Front Open,Cotton,"Show me Black Coatys around Tk 1,734.88.","['blp0', 'chp1', 'cop2', 'cop3', 'gmed2fc', 'icoeecf', 'cbl1ffd', 'fcoa452', 'tfr4c83', 's42a1d0']"
Black Check Cotton Coaty,Men,Coaty,In Stock,Black,https://www.aarong.com/catalog/product/view/id/2889078/s/black-check-cotton-coaty-03e251104036/category/371/,44,"Tk 1,734.88",Front Open,Cotton,Do you have size 44 in Black Coatys?,"['blp0', 'chp1', 'cop2', 'cop3', 'gmed2fc', 'icoeecf', 'cbl1ffd', 'fcoa452', 'tfr4c83', 's44f717']"
Black Check Cotton Coaty,Men,Coaty,In Stock,Black,https://www.aarong.com/catalog/product/view/id/2889078/s/black-check-cotton-coaty-03e251104036/category/371/,46,"Tk 1,734.88",Front Open,Cotton,"Any Men clothing in size 46, preferably Front Open?","['blp0', 'chp1', 'cop2', 'cop3', 'gmed2fc', 'icoeecf', 'cbl1ffd', 'fcoa452', 'tfr4c83', 's46d9d4']"
Slate Blue viscose Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2889711/s/slate-blue-viscose-coaty-03e251104034/category/371/,38,"Tk 1,758.14",Front Open,Viscose,"Looking for Front Open Coatys in Blue under Tk 1,758.14.","['slp0', 'blp1', 'vip2', 'cop3', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fvi8b97', 'tfr4c83', 's38a577']"
Slate Blue viscose Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2889711/s/slate-blue-viscose-coaty-03e251104034/category/371/,42,"Tk 1,758.14",Front Open,Viscose,Do you have size 42 in Blue Coatys?,"['slp0', 'blp1', 'vip2', 'cop3', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fvi8b97', 'tfr4c83', 's42a1d0']"
Slate Blue viscose Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2889711/s/slate-blue-viscose-coaty-03e251104034/category/371/,44,"Tk 1,758.14",Front Open,Viscose,"Show me Blue Coatys around Tk 1,758.14.","['slp0', 'blp1', 'vip2', 'cop3', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fvi8b97', 'tfr4c83', 's44f717']"
Blue Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2998707/s/blue-cotton-coaty-03r251104096/category/371/,38,"Tk 1,372.73",Front Open,Cotton,Do you have size 38 in Blue Coatys?,"['blp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fcoa452', 'tfr4c83', 's38a577']"
Blue Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2998707/s/blue-cotton-coaty-03r251104096/category/371/,40,"Tk 1,372.73",Front Open,Cotton,Do you have size 40 in Blue Coatys?,"['blp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fcoa452', 'tfr4c83', 's40d645']"
Blue Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2998707/s/blue-cotton-coaty-03r251104096/category/371/,42,"Tk 1,372.73",Front Open,Cotton,"Want to buy a Coaty in size 42 under Tk 1,372.73.","['blp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fcoa452', 'tfr4c83', 's42a1d0']"
Blue Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2998707/s/blue-cotton-coaty-03r251104096/category/371/,44,"Tk 1,372.73",Front Open,Cotton,"Show me Blue Coatys around Tk 1,372.73.","['blp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fcoa452', 'tfr4c83', 's44f717']"
Blue Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2998707/s/blue-cotton-coaty-03r251104096/category/371/,46,"Tk 1,372.73",Front Open,Cotton,Do you have any Coatys for Men in Blue?,"['blp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fcoa452', 'tfr4c83', 's46d9d4']"
Blue Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2998707/s/blue-cotton-coaty-03r251104096/category/371/,48,"Tk 1,372.73",Front Open,Cotton,"Something trendy for Men, maybe a Blue Coaty?","['blp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fcoa452', 'tfr4c83', 's48642e']"
Navy Blue Textured Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2939501/s/navy-blue-textured-cotton-coaty-03r251104055/category/371/,38,"Tk 1,545.45",Front Open,Cotton,"A Blue, Front Open Coaty around Tk 1,545.45.","['nap0', 'blp1', 'tep2', 'cop3', 'cop4', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fcoa452', 'tfr4c83', 's38a577']"
Navy Blue Textured Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2939501/s/navy-blue-textured-cotton-coaty-03r251104055/category/371/,40,"Tk 1,545.45",Front Open,Cotton,Suggest a Men Coaty for daily wear.,"['nap0', 'blp1', 'tep2', 'cop3', 'cop4', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fcoa452', 'tfr4c83', 's40d645']"
Brown Cotton Coaty,Men,Coaty,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/2889075/s/brown-cotton-coaty-03r251104068/category/371/,38,"Tk 1,595.35",Front Open,Cotton,Do you have any Coatys for Men in Brown?,"['brp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cbr6ff4', 'fcoa452', 'tfr4c83', 's38a577']"
Brown Cotton Coaty,Men,Coaty,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/2889075/s/brown-cotton-coaty-03r251104068/category/371/,40,"Tk 1,595.35",Front Open,Cotton,I need a Men Coaty made of Cotton.,"['brp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cbr6ff4', 'fcoa452', 'tfr4c83', 's40d645']"
Brown Cotton Coaty,Men,Coaty,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/2889075/s/brown-cotton-coaty-03r251104068/category/371/,42,"Tk 1,595.35",Front Open,Cotton,"Looking for Front Open Coatys in Brown under Tk 1,595.35.","['brp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cbr6ff4', 'fcoa452', 'tfr4c83', 's42a1d0']"
Sandy Brown Cotton Coaty,Men,Coaty,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/2943380/s/sandy-brown-cotton-coaty-03r251104011/category/371/,40,"Tk 1,451.16",Front Open,Cotton,"Looking for Front Open Coatys in Brown under Tk 1,451.16.","['sap0', 'brp1', 'cop2', 'cop3', 'gmed2fc', 'icoeecf', 'cbr6ff4', 'fcoa452', 'tfr4c83', 's40d645']"
Sandy Brown Cotton Coaty,Men,Coaty,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/2943380/s/sandy-brown-cotton-coaty-03r251104011/category/371/,44,"Tk 1,451.16",Front Open,Cotton,Do you have size 44 in Brown Coatys?,"['sap0', 'brp1', 'cop2', 'cop3', 'gmed2fc', 'icoeecf', 'cbr6ff4', 'fcoa452', 'tfr4c83', 's44f717']"
Blue Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2943374/s/blue-cotton-coaty-03r251104027/category/371/,40,"Tk 1,455.81",Front Open,Cotton,Can I get a Cotton Coaty for Men?,"['blp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fcoa452', 'tfr4c83', 's40d645']"
Blue Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2943374/s/blue-cotton-coaty-03r251104027/category/371/,42,"Tk 1,455.81",Front Open,Cotton,"Any Men clothing in size 42, preferably Front Open?","['blp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fcoa452', 'tfr4c83', 's42a1d0']"
Blue Cotton Coaty,Men,Coaty,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2943374/s/blue-cotton-coaty-03r251104027/category/371/,44,"Tk 1,455.81",Front Open,Cotton,"Any Men clothing in size 44, preferably Front Open?","['blp0', 'cop1', 'cop2', 'gmed2fc', 'icoeecf', 'cbl48d6', 'fcoa452', 'tfr4c83', 's44f717']"
White/Black Mixed Cotton Coaty,Men,Coaty,In Stock,White,https://www.aarong.com/catalog/product/view/id/2915632/s/white-black-mixed-cotton-coaty-03e251104002/category/371/,42,"Tk 1,418.60",Front Open,Mixed Cotton,Do you have any Coatys for Men in White?,"['whp0', 'blp1', 'mip2', 'cop3', 'cop4', 'gmed2fc', 'icoeecf', 'cwhd508', 'fmi4e84', 'tfr4c83', 's42a1d0']"
White/Black Mixed Cotton Coaty,Men,Coaty,In Stock,White,https://www.aarong.com/catalog/product/view/id/2915632/s/white-black-mixed-cotton-coaty-03e251104002/category/371/,44,"Tk 1,418.60",Front Open,Mixed Cotton,I need a Men Coaty made of Mixed Cotton.,"['whp0', 'blp1', 'mip2', 'cop3', 'cop4', 'gmed2fc', 'icoeecf', 'cwhd508', 'fmi4e84', 'tfr4c83', 's44f717']"
